date,PI_CA,SI_CA,II_CA,PI_I,SI_I,II_I,PI_CO,SI_CO,II_CO,PI_W,SI_W,II_W,PI_MM,SI_MM,II_MM,PI_MQ,SI_MQ,II_MQ,PI_MF,SI_MF,II_MF,SI_E,Unemployment,Act_pop_total,Employed_total,Unemployed_3mts,Unemployed_3_6mts,Unemployed_6_12mts,Unemployed_ov6,Unemployed_ov12,HousePrice,HousePrice_S,HousePrice_P,BSI_BC,BSI_SG,BSI_P,BSI_FS,BSI_HR,PI_P,PI_C,PI_SI,PI_PA,MB,Currency_cir,CBLIAB_DC,M1,M2,CD,CP,YT_1,YT_3,YT_5,YT_10,CB_3_AA,BaseRate,CB_3_BBB,FX_US,FX_CH,FX_JP,FX_EU,FX_BR,FX_CA,FX_SW,CPI,CPI_F,CPI_C,CPI_H,CPI_HE,CPI_T,CPI_E,CPI_M,SPI_R,SPI_I,SPI_F,SPI_RI,IPI_A,IPI_B,IPI_C,IPI_L,IPI_M,EPI_A,EPI_M,KOSPI,KOSDAQ,Expected_inf,Oilprice,TB_spread,USCPI,IR_House,USB_10,LeadingCI,LaggingCI,VKOSPI
19-Sep,100.601,101.322,107.245,102.36,104.896,100.831,102.456,104.134,98.302,101.829,102.674,101.386,101.744,102.681,101.386,91.977,90.167,101.729,102.674,101.386,102.109,102.788,3.5,28287.6,27403.7,430.4,279.2,163.3,174.3,11,89.70384126,87.18273245,92.07084556,72,79,83,82,90,101.8,99.6447,102,98.3,181590.7,110760.2,70830.5,887411.7,2853272,1.54,1.72,1.228,1.287,1.353,1.42,1.792,1.5,7.894,1197.55,167.8606497,1115.69,1318.51,1479.05,903.94,1209.56,99.794,97.304,99.149,99.313,98.618,102.979,101.031,98.188,120.24,103.7,103.87,105.6,104.83,127.45,127.92,116.25,105.82,118.03,100.9,2063.05,621.76,1.8,56.95,0.192,256.511,2.51,1.7,96.3,98.5,15.15
19-Oct,100.533,102.753,104.916,101.909,103.107,100.217,102.022,103.687,97.803,101.741,102.384,101.278,101.629,102.487,101.278,94.447,97.164,101.637,102.481,101.278,99.408,99.822,3.5,28373.1,27508.9,493.6,231.6,131.4,139,7.6,89.80942606,87.4211514,92.04909493,74,79,85,83,89,101.7,101.6182,102.3,100.4,182223.1,111257.9,70965.2,885065.7,2874176.1,1.46,1.69,1.298,1.357,1.442,1.577,1.861,1.25,7.97,1184.13,166.7747502,1094.19,1309.03,1498.73,898.22,1192.1,100.041,97.497,99.321,100.497,98.666,103.589,101.168,98.26,118.05,103.46,103.51,105.16,104.13,118.75,122.88,110.76,104.31,113.58,98.82,2083.48,658.52,1.7,53.96,0.279,257.244,2.5,1.71,96.9,98.7,13.59
19-Nov,97.525,100.661,102.536,102.25,100.847,100.852,100.361,103.017,94.891,101.636,101.13,100.729,101.554,101.134,100.729,99.713,99.012,101.57,101.128,100.729,101.432,101.12,3.7,28380.4,27514.7,470.4,257.6,131.6,137.7,6.1,89.98047613,87.7294799,92.08892651,72,77,85,82,90,101.6,96.7278,103,98.8,184644.2,112509,72135.1,898607.6,2901465.4,1.52,1.65,1.386,1.492,1.593,1.75,2.002,1.25,8.112,1167.45,166.2843947,1072.87,1290.56,1504.57,882.26,1176.2,99.481,94.988,99.893,99.714,98.637,103.109,101.217,98.323,115.15,102.95,103.29,104.38,104.45,110.61,126.46,108.39,102.77,111.33,96.69,2087.96,632.99,1.7,57.03,0.364,257.803,2.45,1.81,97.5,98.8,13.96
19-Dec,103.274,105.286,98.869,104.336,103.578,96.468,105.195,104.469,96.583,103.876,103.928,97.536,104.225,104.131,97.536,107.858,103.764,104.219,104.123,97.536,100.285,99.359,3.5,28095.3,27153.7,534.5,278.7,121.8,128.3,6.6,90.32279404,88.27335583,92.23930638,73,79,85,82,89,103.9,103.0897,103.1,100.8,187193.6,113965.2,73228.4,927098.5,2912434.1,1.53,1.67,1.35,1.39,1.481,1.653,1.948,1.25,8.059,1175.84,167.4878061,1077.22,1306.33,1540.72,892.21,1195.39,99.719,95.974,99.893,100.19,98.734,103.569,101.275,98.341,116.23,103.12,103.81,104.65,104.85,108.85,133.37,104.67,104.12,114.13,97.34,2197.67,669.83,1.7,59.88,0.303,258.616,2.45,1.86,98,99.1,14.69
20-Jan,99.4,100.5,101.4,98.1,100.1,101.5,101,100.6,99.8,100.5,99.7,101.1,100.6,99.9,101.1,103.8,104.3,100.6,99.8,101.1,97.3,97,3.5,27952.3,26799.7,754.3,305.5,81.3,92.9,11.6,90.57142319,88.62141422,92.39288591,74,79,84,82,91,100.5,105.3679,105.4,100.2,188094.1,113106.6,74987.6,945103.8,2929009.2,1.47,1.69,1.316,1.373,1.479,1.656,1.955,1.25,8.068,1164.28,168.7486148,1065.25,1293.7,1522.28,890.94,1200.66,100.09,97.16,99.62,99.54,100.4,105.09,99.86,99.4,117.94,103.17,104.15,104.9,103.35,113,130.86,102.56,103.45,114.24,96.67,2119.01,642.48,1.8,57.52,0.34,259.037,2.51,1.76,98.3,99.3,19.29
20-Feb,97.2,98.9,98.4,98.2,96.8,103.3,93.5,95.4,95.4,97.1,96.1,101.4,97,96,101.4,103.8,102.6,97,96,101.4,98.7,97.8,3.4,27990.6,26837.8,733.5,304.9,98,114.4,16.4,90.87654049,89.07232945,92.55905707,76,82,85,84,92,97.1,102.2521,102.2,99.1,192754.1,119578.4,73175.8,957889.6,2954603.8,1.42,1.65,1.214,1.253,1.357,1.54,1.847,1.25,7.971,1193.79,170.8426673,1084.95,1302.33,1548.43,898.99,1222.73,100.16,96.66,99.78,100.33,100.31,105.06,100.04,99.74,119.55,103.51,104.21,105.39,103.8,117.82,113.12,103.85,104.31,116.52,97.55,1987.01,610.73,1.7,50.54,0.326,259.248,2.52,1.5,98.6,99.5,33.81
20-Mar,101.7,101.1,102,101.3,102.8,101,101.9,101.4,98,102.1,101.8,99.5,102.3,102,99.5,100.5,99.9,102.3,102,99.5,99,98.2,3.9,27789.1,26609.3,773.5,319,79.5,87.2,7.7,91.36920152,89.89800408,92.73615854,69,73,82,79,90,102.1,103.4171,96.6,101.6,195365,118419,76946,988826.3,2984304.3,1.23,1.65,1.03,1.091,1.266,1.485,1.84,0.75,8.005,1220.09,173.5208634,1134.75,1350.35,1508.45,875.69,1273.93,99.94,98.06,99.79,99.77,100.36,101.88,100.03,99.66,113.53,102.4,104.02,103.69,104.82,117.9,71.87,108.41,103.65,119.14,95.99,1754.64,569.07,1.7,29.21,0.455,258.124,2.48,0.87,98.5,99.4,48.55
20-Apr,102.3,101.6,100.5,97,96.3,101.5,99.9,96,103.5,98.4,96.5,101.5,98.3,96.1,101.5,108.9,102.4,98.2,96.1,101.5,100.9,103,3.9,27733.8,26562.1,713.5,366.6,85.7,91.6,5.9,91.61787398,90.35916032,92.78472032,53,55,71,67,92,98.4,101.7165,96.1,97.4,196929.4,120778.4,76151,1012290.1,3015816.4,1.1,2.12,0.893,1.024,1.26,1.504,2.145,0.75,8.367,1225.23,172.9827164,1135.31,1331.71,1518.93,870.53,1262.27,99.5,97.65,99.38,99.86,100.34,98.28,100.06,99.44,96.95,100.89,103.45,100.48,103.34,101.62,43.65,111.87,101.35,115.32,93.91,1947.56,645.18,1.7,16.55,0.611,256.092,2.58,0.66,98.5,99.4,30.51
20-May,91.2,91.5,98.5,90.9,87.7,103.7,92.8,93.5,99.6,91,89.4,102.7,90.6,88.9,102.7,92.5,90.7,90.6,88.9,102.7,97.6,98,4.3,28208.6,26930.2,735.4,443.2,94.3,99.8,5.5,91.74158747,90.58558645,92.81203526,50,53,70,64,93,91,98.9893,97.8,98.3,203209.7,123199.8,80010,1034074.1,3046050.5,1.02,1.92,0.779,0.878,1.129,1.394,2.179,0.5,8.44,1228.67,172.9378914,1145.65,1338.74,1509.08,879.14,1266.35,99.44,98.45,99.94,100.19,100.36,96.06,99.97,99.84,85.5,100.2,103.61,98.56,105.23,93.39,65.42,114.13,102.53,115.17,94.37,2029.6,713.68,1.6,28.56,0.615,255.868,2.52,0.67,98.5,99.5,25.64
20-Jun,96,97,97.6,96,96.3,103.8,102.3,104.2,94.8,96.8,96.9,101.2,96.6,96.8,101.2,93.9,99.4,96.6,96.8,101.2,99.9,99.1,4.2,28283.3,27055.2,714.6,405.3,104,108.2,4.2,92.11817304,91.03367248,93.12160682,53,52,71,65,95,96.8,99.0679,99,104.4,205434.4,125205.3,80229,1060079.8,3077284.1,0.79,1.56,0.719,0.85,1.127,1.392,2.218,0.5,8.515,1210.01,170.4350544,1124.69,1361.77,1515.68,892.46,1270.68,99.71,98.68,99.94,99.8,100.8,97.63,100.01,99.97,90.65,100.63,103.89,99.53,103.08,90.79,86.26,104.75,102.83,114.58,94.94,2108.33,737.97,1.6,38.31,0.673,256.986,2.49,0.73,99,99.8,31.07
20-Jul,98.9,98,99.1,96.6,98.6,101.6,104.6,103.6,103.5,97.7,97.8,100.7,97.8,97.9,100.7,89.6,91.6,97.9,97.9,100.7,96.3,95.4,4.2,28243.8,27106,605.6,420,109.4,112.2,2.8,92.68316522,91.76941016,93.52705224,55,55,74,69,96,97.7,100.6738,100.2,98.6,208860.5,127095.7,81764.8,1076665.6,3093300.1,0.79,1.48,0.689,0.826,1.094,1.36,2.219,0.5,8.544,1198.9,171.1306667,1122.38,1372.98,1517.33,887.57,1282.45,99.63,99.15,100.26,99.92,99.84,99.62,100.08,100.21,96.47,101.06,103.71,100.58,101.65,91.01,90.72,81.83,102.45,115.16,95,2249.37,815.3,1.7,40.71,0.671,258.278,2.45,0.62,99.6,100,23.57
20-Aug,99.4,99.4,99.4,98.2,99.1,101.3,101.9,100.8,104.3,99.4,98.9,102.2,99.2,98.6,102.2,91.7,95.4,99.2,98.6,102.2,103.8,103.1,3.7,27948.7,27084.7,367.3,357.1,136.5,139.6,3,93.12136817,92.25112424,93.92467213,62,63,79,76,91,99.4,94.6954,99.6,101.9,210409.9,128693.9,81716,1087250.7,3100373.4,0.68,1.43,0.671,0.829,1.092,1.373,2.192,0.5,8.542,1186.85,171.3374561,1119.52,1403.36,1558.09,896.17,1303.22,100.19,101.8,100.25,100.22,99.76,99.83,100.17,100.11,96.11,101.33,104.09,100.77,101,85.49,91.25,59.44,102.31,115.18,94.96,2326.17,848.24,1.8,42.34,0.702,259.411,2.39,0.65,100.4,100.2,27.77
20-Sep,100.5,100.8,100.2,105.6,106.7,98.2,103.3,103.6,104.2,104.1,103.9,99.8,104.3,104.1,99.8,100.5,99.1,104.3,104.1,99.8,101,101.2,4.1,28011.7,27011.7,561,302.6,133.3,136.4,3.1,93.51507395,92.64970877,94.31380379,69,67,80,79,92,104.1,99.2086,99.6,100.6,213704.2,130024.6,83679.6,1110397.1,3115238.9,0.63,1.21,0.705,0.908,1.194,1.5,2.239,0.5,8.59,1178.8,172.7986855,1116,1391.02,1530.44,893.17,1289.61,100.74,104.79,100.27,99.44,99.31,99.4,99.87,100.87,96.67,101.34,104.24,100.84,104.11,89.89,85.5,52.09,101.93,113.1,94.93,2327.89,848.15,1.9,39.63,0.795,260.029,2.44,0.68,101.1,100.5,24.15
20-Oct,103.7,102.3,102.1,104.1,105.7,95.6,101.5,103.1,102.9,103.6,103.7,98.2,103.6,103.7,98.2,106.4,106,103.6,103.7,98.2,102.4,102.5,4.2,28116.4,27088.4,606.1,259.9,159.3,162,2.8,93.81239916,92.92428893,94.63229146,65,65,78,76,90,103.6,97.2467,101,99.6,213895.2,130680,83215.2,1130987.6,3152811.6,0.63,1.11,0.68,0.91,1.196,1.507,2.239,0.5,8.598,1144.68,170.0663226,1088.09,1347.55,1486.27,867,1255.36,100.18,104.85,100.17,100.42,99.62,99.05,99.9,100.16,91.9,100.83,103.3,99.86,102.72,87.34,81.36,52.89,99.62,111.49,92.66,2267.15,792.65,1.8,39.4,0.827,260.286,2.47,0.79,101.8,100.6,31.97
20-Nov,102,103.6,100.1,106,104.4,94,99.1,99.9,97.4,104.2,103.2,95.8,104.4,103.2,95.8,107.1,103.9,104.4,103.2,95.8,101.5,102.6,4.2,28208,27241.3,503.3,321.2,133.8,142.2,8.5,94.31680133,93.38275765,95.17946264,72,73,82,81,90,104.2,99.1112,101.7,99,219863.7,133517.9,86345.8,1139632.4,3183500.9,0.66,1.1,0.7,0.965,1.295,1.61,2.247,0.5,8.636,1116.76,169.0327325,1069.4,1320.66,1474.01,853.49,1225.47,100.09,101.24,100.27,100.09,99.5,98.59,99.97,100.4,91.36,100.74,102.96,99.7,100.38,86.1,84.73,63.9,98.48,110.52,92.22,2591.34,886.11,1.8,40.94,0.91,260.813,2.56,0.87,102.6,100.8,20.77
20-Dec,107.8,105,100.7,107.9,105.4,94.4,98.1,98.3,96.6,105.1,102.6,96.1,105.3,102.6,96.1,105.5,107.6,105.3,102.6,96.1,102.5,103.4,4.3,27660.9,26525.6,667.2,338.4,119.7,129.7,10,95.16448164,94.00129462,96.24118934,76,75,83,81,91,105.1,98.2535,100.7,99.4,220896.7,135330.2,85566.5,1164720.1,3197671.2,0.66,1.09,0.719,0.97,1.323,1.675,2.211,0.5,8.619,1095.13,167.263838,1054.81,1331.75,1470.91,854.31,1231.54,100.33,101.51,100.33,100.42,99.4,99.51,100.03,100.2,94.68,101.49,103.19,100.76,99.31,85.6,95.37,69.38,99.03,108.22,92.78,2873.47,968.42,1.8,47.02,0.956,262.035,2.59,0.93,103.1,101.1,22.09
21-Jan,107.1,106,99.1,106.3,104.3,96.3,100.1,102.5,97.6,105.5,102.6,96.6,105.6,102.4,96.6,92.4,96.8,105.7,102.4,96.6,104.5,106.4,4.8,27388,25818.1,1079,366.2,109.4,124.7,15.3,95.91699718,94.75738133,96.99026077,70,73,79,78,89,105.5,93.9949,100,104.9,224673.9,138119.7,86554.2,1183360.4,3223486.7,0.68,1.03,0.695,0.975,1.316,1.731,2.143,0.5,8.543,1097.49,169.8169904,1058.52,1336.31,1496.93,862.93,1237.98,101.04,103.39,100.19,101.17,100.22,101.82,100.25,101.41,102.6,102.93,104.15,102.98,102.53,95.82,105.13,70.34,101.24,107.6,94.84,2976.21,928.73,1.8,52,1.036,262.65,2.63,1.08,103.8,101.4,35.73
21-Feb,109.4,105.8,100.7,109.6,107.8,96.6,103.1,101,98.4,108.8,104.8,97.1,109.3,105,97.1,106.1,111.2,109.3,105,97.1,100.5,101.5,4,27717.9,26364.6,819.9,394.8,119.4,138.6,19.2,96.77535279,95.86519219,97.61555138,75,78,82,82,88,108.8,95.7842,102.4,103.1,226547,137174.3,89372.7,1206555.6,3271405.8,0.73,1,0.671,0.995,1.348,1.845,2.055,0.5,8.439,1111.72,172.105839,1055.14,1344.6,1540.94,875.53,1238.41,101.58,105.69,100.24,100.82,100.23,102.55,100.39,101.31,108.91,104.63,104.71,105.22,106.19,107.27,118.28,69.83,104.2,108.84,98.19,3012.95,913.94,2,59.04,1.174,263.638,2.66,1.26,104.3,101.7,31.34
21-Mar,108.4,105.2,103.3,109.3,107.1,96.5,102.2,100.1,96.1,107.9,104,96,108.3,104.2,96,104.5,109.7,108.4,104.2,96,101,101,4,28138.3,26922.9,676.3,411,107.5,128.1,20.7,97.4872193,96.78463743,98.13442064,78,84,86,84,88,107.9,95.6783,104.1,104,231902,140572.5,91329.6,1231321.1,3313182.2,0.75,1,0.684,1.133,1.55,2.04,2.091,0.5,8.459,1131.02,173.5952235,1040.86,1346.74,1568.03,899.66,1217.25,101.84,105.84,100.25,99.98,100.31,103.97,100.77,101.55,116.97,106.76,105.37,108.07,109.69,104.24,127.35,72.73,107.09,109.77,101.74,3061.42,956.17,2.1,62.33,1.356,264.914,2.73,1.61,104.9,102.2,20.44
21-Apr,112.1,108.1,103.4,107.7,105.3,95.7,101.7,102.2,96.2,106.4,103.2,96.1,106.7,103.2,96.1,105.6,110,106.7,103.2,96.1,101.9,102.2,3.8,28360.5,27213.6,652.4,365.7,113.9,128.8,15,98.17542084,97.66885172,98.64114074,84,91,86,86,87,106.4,93.2886,104.3,99.1,231444.6,141875.3,89569.3,1257170.1,3358874.9,0.74,0.98,0.659,1.138,1.577,2.041,1.983,0.5,8.351,1119.4,171.4859693,1025.98,1338.47,1549.38,894.96,1212.62,101.98,105.35,100.2,100.19,100.03,104.71,100.89,102.14,119.26,108.49,105.18,109.87,111.93,104.06,123.07,76.37,107.05,110.51,104.43,3147.86,983.45,2.1,61.72,1.382,266.67,2.73,1.64,105.6,102.7,18.84
21-May,108.2,107.5,105.6,108.7,104.7,95.2,99.7,99.9,93.9,105.9,102.7,96.2,105.9,102.6,96.2,103.4,107.6,105.9,102.6,96.2,105.1,106.2,3.8,28697.7,27549.6,640.5,381.2,116.6,126.5,9.8,98.86155873,98.50787359,99.18622871,89,98,89,88,86,105.9,91.588,104.5,109.9,234718.2,143121.9,91596.3,1264219.8,3379753.9,0.68,0.97,0.611,1.134,1.647,2.131,1.891,0.5,8.259,1123.28,174.6964809,1029.14,1363.91,1581.05,926.24,1244.06,102.05,105.16,100.36,101,99.88,104.66,100.89,102.31,119.92,109.36,105.47,110.71,115.34,113.37,130.21,84.05,108.73,112.82,106.35,3203.92,981.78,2.2,65.17,1.52,268.444,2.69,1.62,106.3,103.2,17.04
21-Jun,110.7,107.2,109.5,108.9,105.4,93.8,101.5,101.9,91.8,106.5,102.9,94.5,106.6,102.7,94.5,95.9,107.4,106.6,102.7,94.5,104.9,105.6,3.7,28729.8,27637.2,585.5,352,144.2,155,10.8,100,100,100,88,99,88,87,86,106.5,90.5085,105.1,110.4,238991.6,144563.2,94428.4,1285488.7,3413899.8,0.66,0.97,0.798,1.302,1.701,2.103,1.913,0.5,8.29,1121.3,174.7240021,1018.5,1351.94,1574.02,918.25,1236.1,102.05,104.56,100.36,101.11,99.79,105.53,100.95,102,125.46,110.28,105.74,112.19,114.77,133.13,140.28,91.69,109.7,115.22,107.37,3296.68,1029.96,2.3,71.38,1.305,270.559,2.74,1.52,106.9,103.4,14.17
21-Jul,110.9,107.2,111.2,109.8,106.2,97.6,100.1,101,91.8,107.3,103.2,96.9,107.1,102.9,96.9,103.4,113.4,107.1,102.8,96.9,110.1,109.5,3.3,28568.3,27648.4,440.6,350.5,120.3,128.8,8.5,100.8527701,101.1702357,100.5706905,90,102,90,89,86,107.3,90.6061,104.8,101,241235.6,146228.3,95007.3,1296969,3445243,0.69,0.97,0.91,1.419,1.686,1.976,1.888,0.5,8.245,1143.98,177.015016,1037.25,1352.72,1580,914.11,1245.89,102.26,104.75,100.38,102.11,99.91,107.07,101,102.08,135.75,112.19,106.45,115.1,118,145.13,145.78,101.49,113,127.42,111.52,3202.32,1031.14,2.3,72.49,1.066,271.764,2.81,1.32,107.1,103.7,17.3
21-Aug,109.2,106.8,109.9,111.4,105.5,102.8,100.6,97.5,92.6,108.7,102.2,102.1,108.8,102,102.1,103.2,108,108.9,102,102.1,105.6,105.4,3.2,28346.4,27602.7,310.4,300.9,121.3,132.3,11,101.8232676,102.4717309,101.2486576,84,95,86,86,85,108.7,91.5125,104.2,105.1,242381.4,147763.3,94618.1,1304432.6,3487634.1,0.77,1,1.001,1.411,1.653,1.905,1.838,0.75,8.17,1160.34,179.2545972,1056.31,1365.63,1601.11,921.34,1269.16,102.75,106.2,100.38,102.46,99.92,107.9,101.1,102.3,140.05,113.39,106.88,116.67,121.23,168.72,140.91,105.32,114.65,126.8,112.95,3199.27,1038.33,2.4,67.73,0.904,272.87,2.88,1.28,107.2,104.1,14.76
21-Sep,106.7,108.3,108.2,111.2,105.2,107.6,99,97.2,90.4,107.4,101.8,104.8,107.5,101.6,104.8,99.2,103.6,107.6,101.6,104.8,105.4,105.4,3,28438.6,27682.7,387.9,253.4,107,114.6,7.7,102.7556195,103.7442288,101.8822722,87,98,87,87,86,107.4,92.0279,105.9,113.2,243399.3,148873.1,94526.3,1328615.1,3513680.6,0.98,1.15,1.073,1.515,1.786,2.061,1.953,0.75,8.197,1169.54,181.65498,1061.22,1378.19,1608.1,924.67,1269.36,103.17,107.87,100.39,102.51,99.7,107.59,100.94,102.1,140.43,114.07,107.05,117.31,123.54,194.68,148.42,111,116.03,127.75,114.32,3068.82,1003.27,2.4,71.65,0.988,274.028,3.01,1.37,107.1,104.5,17.35
21-Oct,110.1,107.9,109.6,110.9,104.5,109.9,101.3,98.3,89.6,109,102.4,107.5,109.1,102.1,107.5,103,105.4,109.2,102.1,107.5,106.9,107.8,3.2,28528.1,27740.7,448.4,211,118.2,128.1,9.9,103.6644343,104.9159351,102.5613794,86,96,87,87,85,109,93.305,106.7,106.8,250326.4,151961.2,98365.3,1334024.4,3543363.7,1.08,1.2,1.178,1.842,2.154,2.399,2.302,0.75,8.376,1182.82,184.1750543,1044.91,1372.24,1619.52,950.63,1281.21,103.35,106.72,100.49,103.3,99.63,109.31,101.04,102.23,146,116.02,107.72,119.7,125.14,213.49,168.67,117.71,119.5,127.76,116.87,2970.68,992.33,2.4,81.48,1.221,276.522,3.26,1.58,107.1,105.2,18.55
21-Nov,111.7,110.8,111.1,112.2,105.7,110.5,101.5,98.9,87.9,110,104.2,106.8,110.3,104.1,106.8,98.3,104.5,110.3,104.1,106.8,105.8,105.9,3.1,28528.4,27794.6,393.9,223.7,107.3,116.1,8.9,104.3169996,105.71558,103.0858463,86,97,87,86,85,110,89.3744,108.3,108.8,252726.1,154140.9,98585.1,1340634.6,3594723.2,1.17,1.34,1.339,1.953,2.174,2.355,2.492,1,8.374,1182.91,185.3299379,1036.36,1350.43,1593.19,942.7,1283.08,103.87,107.25,101.71,103.46,99.74,111.48,101.05,101.8,155.28,117.41,107.99,122.03,125.96,210.04,165.97,121.69,119.17,125.5,115.79,2839.01,965.63,2.7,79.15,1.016,278.711,3.51,1.56,107.1,105.7,23.23
21-Dec,115.8,113.4,111.4,119.1,109.3,112.1,104.4,103.4,90.6,114.4,106.3,109,115,106.4,109,98.3,101.1,115,106.4,109,105.1,104.7,3.6,28277.5,27298.4,629.2,240.9,93.6,108.9,15.3,104.6169034,106.0654445,103.3422928,85,97,84,86,84,114.4,98.9213,108,109.3,254478.6,155841.6,98637,1346579.7,3620057.4,1.27,1.54,1.32,1.8,1.981,2.187,2.41,1,8.263,1183.7,185.8743972,1039.51,1338.19,1575.26,924.96,1285.73,104.04,107.85,101.74,104.35,99.7,109.41,101.15,102.81,155.24,117.3,108.06,121.93,125.21,209.63,151.42,121.85,118.03,127.65,114.38,2977.65,1033.98,2.6,71.71,0.867,280.887,3.63,1.47,107.3,106.3,16.5
22-Jan,112.5,111.5,111.4,118.1,109.4,110.7,101.7,103.7,87.4,115.1,106.2,106.2,115.4,106.1,106.2,100.4,104.4,115.5,106.1,106.2,109.2,108.8,3.3,28095.8,26952.6,815.5,240.6,77.3,87.1,9.8,104.7193237,106.1238693,103.4829256,84,96,84,86,83,115.1,99.0516,108.6,106.1,257121.4,156927.4,100194,1352771.6,3634342.4,1.39,1.6,1.422,2.06,2.279,2.492,2.632,1.25,8.506,1194.01,188.1868188,1039.55,1353.2,1620.01,946.46,1300.72,104.69,109.1,101.83,104.74,100.76,109.11,101.43,104.86,149.51,118.38,108.99,122.31,127.89,212.59,174.15,123.62,121.1,129.65,115.75,2663.34,872.87,2.6,83.22,1.07,282.599,3.85,1.76,107.6,106.7,23.97
22-Feb,109.3,108.1,114.8,117.8,108.7,111.9,102.2,101.9,87.1,113.1,104.9,107.4,113.3,104.6,107.4,91.9,96.8,113.3,104.6,107.4,110.3,110.6,2.8,28355.7,27401.5,633.7,238.3,74.1,82.1,8,104.7501852,106.0964713,103.564452,85,96,84,88,85,113.1,91.0398,107.4,108.3,256370.1,158904.2,97465.9,1346701.7,3656135.8,1.5,1.64,1.48,2.285,2.495,2.69,2.873,1.25,8.724,1198.34,189.0301384,1039.85,1359.89,1622.91,941.86,1298.66,105.3,109.49,102,104.77,100.79,111.04,101.59,106.1,158.86,119.58,109.25,124.36,131.98,253.36,193.39,133.68,123.9,129.28,118.28,2699.18,881.07,2.7,91.64,1.21,284.61,3.88,1.93,107.7,107.2,24.41
22-Mar,108.5,108.8,113.3,118.2,109.1,111.9,105.8,100.7,89.4,114.9,105.5,106.7,115.3,105.3,106.7,92.5,99,115.3,105.3,106.7,108.8,109.6,2.8,28627.1,27754,521.9,263.7,79.4,87.5,8.2,104.7681327,106.0544963,103.634568,88,96,86,88,85,114.9,92.1431,109.2,112.9,258616.4,160335.9,98280.5,1370237.5,3672133.4,1.5,1.64,1.586,2.369,2.6,2.784,3.028,1.25,8.858,1221.03,192.4234896,1028.59,1345.33,1608.01,965.2,1312.98,106.06,109.38,102.06,104.18,100.4,117.16,101.74,106.06,171.52,122.37,110.62,128.2,137.63,267.38,236.67,133.61,129.22,132.51,125.57,2757.65,944.53,2.9,108.5,1.198,287.472,3.84,2.13,107.8,107.7,17.14
22-Apr,106.1,106.2,116.1,116.3,106.6,112.6,102.6,100.2,85.7,112.2,102.8,107.7,112.5,102.6,107.7,90.4,97,112.6,102.6,107.7,105.7,106.6,2.8,28942.1,28078.2,510.4,262.4,85.1,91,5.8,104.8296115,106.0853914,103.7226886,83,96,82,85,84,112.2,90.9182,111.4,108.1,263769.5,161626,102143.5,1377050.8,3676561.4,1.64,1.79,2.002,2.941,3.14,3.219,3.631,1.5,9.471,1232.34,192.0624061,977.38,1334.08,1596.83,976.64,1306.58,106.85,110.16,102.04,106.45,100.58,119.2,101.95,105.93,189.87,125.25,111.66,132.71,141.55,283.38,221.41,136.75,129.57,133.68,127.43,2695.05,904.75,3.1,101.78,1.217,288.611,3.9,2.75,107.9,108.1,18.92
22-May,111.3,109.4,114.6,115.6,107.1,111.4,103.3,101.3,86.4,111.3,104,107.3,111.6,103.9,107.3,88,97.3,111.6,103.9,107.3,106.4,107,2.9,29373.9,28484.5,539.1,264.8,72.7,85.5,12.8,104.8440136,106.0472819,103.7828791,86,100,85,87,82,111.3,95.9814,111.8,106.2,263590.4,162766,100824.4,1374671.3,3698958,1.77,1.95,2.049,3.019,3.227,3.295,3.775,1.75,9.618,1269.88,189.4038233,985.49,1342.43,1580.34,987.55,1295.54,107.56,111.49,103.39,106.41,100.54,119.79,102.09,107.78,192.75,126.34,112.91,133.99,146.87,319.06,240,154.29,131.72,135.96,131.3,2685.9,893.36,3.3,109.55,1.246,291.268,3.9,2.9,108.4,108.5,17.26
22-Jun,117,110.9,121.3,116.9,105.4,117,106.8,101.4,92.3,113.1,102.6,112.7,113.4,102.3,112.7,91.4,97.4,113.4,102.3,112.7,107.9,108.1,2.9,29366.1,28478.4,514.2,263.2,103.4,110.3,6.9,104.8372099,106.000446,103.8110132,87,101,84,87,82,113.1,94.2917,111.9,107.8,262605,164247.6,98357.3,1386071.5,3721122.7,1.99,2.24,2.599,3.477,3.651,3.64,4.233,1.75,10.08,1277.35,190.7945291,951.34,1348.96,1572.84,996.14,1315.51,108.22,111.4,103.44,106.69,100.64,123.31,102.41,108.62,200.87,126.78,113.64,135.22,144.93,313.75,252.81,165.74,130.07,140.43,132.58,2332.64,745.44,3.9,114.84,1.041,294.728,4.04,3.14,108.8,109.1,23.9
22-Jul,116.2,113.7,119.4,114.3,104,121.1,105.4,105.7,87,111.4,102.4,113.4,111.5,102,113.4,97.2,102.1,111.5,102,113.4,111.3,111.1,2.9,29311,28474.6,414.9,317.7,90.4,103.8,13.5,104.7582611,105.8472457,103.7969385,82,96,82,85,81,111.4,92.9842,113,112.4,273903.5,165159.3,108744.2,1366219.8,3730448.8,2.41,2.64,2.958,3.238,3.299,3.3,4.126,2.25,9.976,1307.4,194.2092647,955.93,1332.91,1568.94,1010.83,1348.73,108.74,113.12,103.59,107.3,100.65,123.43,102.5,109.03,209.88,126.87,114.34,136.24,142.3,242.12,235.61,186.27,129.54,141.46,129.3,2451.5,803.62,4.7,101.62,0.342,294.628,4.16,2.9,108.9,109.7,17.79
